CVEGEO	beds_PAFIL_IPRIV	beds_PAFIL_PDOM	beds_PDER_IMSS	beds_PDER_IMSSB	beds_PDER_ISTE	beds_PDER_SEGP	clinics_PAFIL_IPRIV	clinics_PAFIL_PDOM	clinics_PDER_IMSS	clinics_PDER_IMSSB	clinics_PDER_ISTE	clinics_PDER_SEGP	derechohabientes_PAFIL_IPRIV	derechohabientes_PAFIL_PDOM	derechohabientes_PDER_IMSS	derechohabientes_PDER_IMSSB	derechohabientes_PDER_ISTE	derechohabientes_PDER_SEGP	POBTOT
19039	0	24	425	0	0	0	0	25	340	1	16	0	167989	17245	1925318	4784	89287	215028	3012895
19040	0	0	0	0	0	0	0	0	4	1	3	0	324	433	3719	9	682	8221	15122
19041	0	24	152	0	0	0	0	35	121	1	3	0	41552	18713	911467	2003	36810	98514	1366237
19042	0	24	4	0	0	0	0	25	14	1	5	0	4557	11958	176507	553	4853	46246	306555
19043	0	0	56	0	0	0	0	0	54	5	20	0	9003	294	129060	835	16743	75041	272657
19044	0	0	0	0	0	0	0	0	6	0	3	0	1284	1507	59019	125	1860	14439	100624
19045	0	0	153	0	0	0	0	10	126	1	3	0	55399	7774	989426	1970	41673	118980	1485575
19046	0	89	2174	0	176	0	0	52	814	0	109	0	196284	11803	1867119	4632	99409	193871	2923814
19047	0	0	0	0	0	0	0	0	21	0	1	0	35356	2842	691134	1932	24032	92521	1078684
19048	0	89	1865	12	176	0	0	42	660	45	99	0	187540	3244	1143633	5364	52890	128981	1870973
19049	0	113	1907	0	176	0	0	67	633	6	103	0	139879	14817	1031147	3777	52513	137861	1706325
19050	0	0	4	0	0	0	0	0	16	1	9	0	1038	25	21048	117	4524	29844	66181
19051	0	0	4	0	0	0	0	0	15	1	4	0	1876	1521	73956	164	4507	26836	136535
20001	0	0	0	0	0	0	0	0	0	3	0	0	8	15	136	22	170	7199	8697
20002	0	0	35	0	0	0	0	0	30	40	6	0	892	1574	53156	5638	8151	99895	224778
20003	0	0	0	0	0	0	0	0	0	5	0	0	11	51	538	963	863	13108	20816
20004	0	0	0	28	10	0	0	0	0	17	13	0	458	328	12532	543	10051	19134	81212
20005	0	30	0	0	0	0	0	15	8	16	10	0	1836	9182	38997	1864	21055	65978	210450
20006	0	0	0	0	0	0	0	0	0	9	0	0	98	70	927	411	574	15297	21192
20007	0	0	0	0	0	0	0	0	2	1	2	0	344	55	3197	57	1236	9400	25650
20008	0	0	0	0	0	0	0	0	0	6	0	0	23	417	1854	71	1985	11343	19149
20009	0	0	0	0	0	0	0	0	2	13	1	0	58	84	2459	593	2252	41588	59835
20010	0	30	0	42	0	0	0	11	2	25	7	0	356	6109	18572	1484	10086	44709	118455
20011	0	0	0	0	0	0	0	0	0	5	1	0	31	16	331	180	446	8321	12020
20012	0	0	0	0	0	0	0	0	1	10	1	0	235	668	7436	3720	4043	71963	119038
20013	0	0	0	0	0	0	0	0	1	1	0	0	633	695	12562	221	6966	27271	84560
20014	0	0	0	0	0	0	0	0	0	7	0	0	781	1744	11327	269	2934	14203	39380
20015	0	0	0	37	0	0	0	0	0	12	2	0	147	995	11541	1400	3064	29273	80890
20016	0	0	0	20	0	0	0	0	0	20	1	0	219	244	3521	3634	1754	58007	91177
20017	0	0	0	0	0	0	0	0	0	2	1	0	44	109	1438	568	1092	27034	50765
20018	0	0	0	0	0	0	0	0	0	2	0	0	8	16	294	34	95	5037	7144
20019	0	0	0	0	0	0	0	0	1	10	2	0	12	60	924	950	962	17907	26495
20020	0	0	0	22	0	0	0	0	0	28	2	0	370	517	4390	3452	5135	78512	122059
20021	0	0	22	0	0	0	0	0	32	33	7	0	1085	1585	64040	4334	7481	80528	219079
20022	0	0	0	0	0	0	0	0	0	8	0	0	66	100	1120	157	1160	12617	19580
20023	0	0	0	0	0	0	0	0	0	0	0	0	707	1301	38290	327	16661	44661	167033
20024	0	0	0	0	0	0	0	0	1	9	2	0	22	61	895	1766	1022	19844	27213
20025	0	0	0	0	0	0	0	0	1	1	1	0	59	138	1099	20	1047	8360	15479
20026	0	0	0	6	0	0	0	0	0	11	0	0	46	31	1422	3997	776	17683	26025
20027	0	0	0	0	0	0	0	0	0	5	0	0	8	7	174	749	165	11722	14950
20028	0	0	0	37	0	0	0	0	5	18	6	0	479	1079	15758	2032	4364	56557	130060
20029	0	0	0	24	0	0	0	0	0	28	2	0	76	43	3983	5299	3060	48452	74684
20030	0	0	0	0	0	0	0	4	6	10	5	0	976	5102	23545	878	13360	48619	148527
20031	0	0	0	0	0	0	0	0	3	10	0	0	95	53	1013	1566	960	22688	34680
20032	0	0	0	0	0	0	0	0	1	4	6	0	124	98	1857	316	4019	35385	55077
20033	0	0	0	0	0	0	0	0	0	2	0	0	361	264	17469	243	6784	13790	60827
20034	0	0	0	0	0	0	0	0	18	4	2	0	33	10	540	178	623	13088	18831
20035	0	0	0	0	0	0	0	0	2	1	0	0	22	22	805	33	465	5178	8681
20036	0	0	0	0	0	0	0	0	0	6	0	0	8	170	630	278	250	18494	26604
20037	0	0	0	2	0	0	0	0	0	17	1	0	291	295	2131	1660	3953	56430	81643
20038	0	0	0	0	0	0	0	0	0	2	0	0	3	4	265	860	131	4511	6400
20039	0	0	0	0	0	0	0	0	0	12	0	0	141	234	2246	363	1161	27050	40741
20040	0	0	0	24	0	0	0	0	0	21	2	0	63	19	3303	4787	2714	30271	50180
20041	0	0	0	0	0	0	0	0	0	26	0	0	34	30	1650	3630	991	61114	78954
20042	0	0	0	0	0	0	0	0	0	8	2	0	34	52	1023	101	955	17192	25038
20043	0	0	0	0	0	0	0	0	1	14	2	0	1806	4718	13053	761	9698	55507	111255
20044	0	0	57	0	10	0	0	0	20	21	16	0	611	518	69643	960	17104	83947	253894
20045	0	0	0	0	0	0	0	0	2	1	0	0	152	197	9823	85	4176	15492	47477
20046	0	0	0	0	0	0	0	0	0	6	2	0	109	205	1950	274	2193	17461	30681
20047	0	0	0	0	0	0	0	0	0	1	0	0	4	10	100	112	27	1669	2315
20048	0	0	0	0	0	0	0	0	1	2	0	0	325	113	2558	124	1573	13742	33059
20049	0	0	0	0	0	0	0	0	0	0	0	0	33	98	1804	154	674	16216	31207
20050	0	0	0	91	0	0	0	0	0	30	8	0	217	132	7401	3145	5365	12328	46170
20051	0	0	0	40	0	0	0	0	0	16	2	0	424	511	9103	2753	2717	19975	56733
20052	0	0	0	0	53	0	0	3	2	14	15	0	297	7777	15289	583	9406	53882	114170
20053	0	0	0	0	0	0	0	0	0	4	1	0	223	2788	4435	607	6281	17330	39380
20054	0	0	0	0	0	0	0	0	0	3	2	0	39	89	1889	225	2127	13606	26026
20055	0	0	0	0	0	0	0	0	19	12	6	0	158	105	2357	817	4537	41048	65716
20056	0	0	0	0	0	0	0	0	2	7	10	0	168	480	3572	659	8648	47490	84774
20057	0	0	0	0	0	0	0	0	0	29	1	0	1018	2318	14836	2528	3722	75653	139560
20058	0	0	0	24	0	0	0	0	1	27	4	0	71	80	4413	4175	3810	38333	64199
20059	0	0	0	0	0	0	0	0	0	12	1	0	82	382	3385	3385	1252	61499	99323
20060	0	0	0	0	0	0	0	0	3	8	0	0	48	25	737	1134	695	16213	25235
20061	0	0	0	37	0	0	0	0	0	11	2	0	115	883	10659	1237	2473	17002	56664
20062	0	0	0	0	0	0	0	0	0	1	0	0	9	16	426	3	399	2008	3512
20063	0	0	0	0	0	0	0	0	0	0	0	0	81	116	3930	37	1358	6800	18973
20064	0	0	0	0	0	0	0	0	0	14	0	0	103	1016	1953	1077	3511	32417	49647
20065	0	0	0	0	0	0	0	0	0	12	1	0	146	72	2122	563	1030	19030	32769
20066	0	0	0	0	0	0	0	4	7	13	8	0	873	4942	27122	1184	16116	54932	169628
20067	0	0	0	0	0	0	0	0	14	1	0	0	1633	3175	73361	490	31562	54225	264710
20068	0	0	0	0	0	0	0	0	1	5	0	0	415	254	6531	566	3048	42321	91608
20069	0	0	0	0	0	0	0	0	0	0	0	0	31	80	958	108	628	14001	27642
20070	0	36	0	0	10	0	0	6	0	10	15	0	187	1534	7187	900	6006	43336	88865
20071	0	0	0	0	0	0	0	0	1	9	1	0	152	375	6864	4518	3025	28503	67417
20072	0	0	0	0	0	0	0	0	5	3	2	0	383	205	4650	328	1997	28030	60230
20073	0	0	0	123	0	0	0	0	0	64	9	0	550	432	11590	10328	8059	94573	166308
20074	0	0	0	0	0	0	0	0	0	6	0	0	124	69	1091	2480	257	16205	23162
20075	0	0	0	0	0	0	0	0	0	2	3	0	28	460	1026	355	2567	19827	30654
20076	0	0	0	0	0	0	0	0	0	17	0	0	55	106	3483	3590	966	41249	59208
20077	0	0	0	0	0	0	0	0	1	0	0	0	137	154	7941	76	3516	8608	30797
20078	0	0	0	0	0	0	0	0	0	1	0	0	599	544	16067	261	5847	16692	66801
20079	0	0	0	0	53	0	0	3	2	4	15	0	206	7119	12921	275	6731	39334	86617
20080	0	0	0	0	0	0	0	0	0	0	0	0	31	81	983	108	682	14462	28774
20081	0	0	0	0	0	0	0	0	0	9	1	0	184	22	1478	1096	811	15532	26647
20082	0	0	0	34	0	0	0	0	0	28	1	0	66	274	5313	3414	2170	34626	57995
20083	0	0	0	0	0	0	0	0	0	2	0	0	775	1228	39900	446	16238	35066	150879
20084	0	0	0	0	0	0	0	0	0	1	0	0	172	132	10431	86	4533	9171	36791
20085	0	0	0	0	0	0	0	0	0	7	0	0	238	336	1649	3792	1388	42601	64831
20086	0	0	0	0	0	0	0	0	2	4	0	0	8	22	236	1620	166	4873	8537
20087	0	0	168	0	110	0	0	0	85	1	67	0	3925	3423	112076	883	44311	60032	356541
20088	0	0	0	4	0	0	0	0	0	22	1	0	135	314	2654	2920	3515	48081	72749
20089	0	0	0	0	0	0	0	0	1	6	1	0	148	169	2576	264	2307	14675	28200
20090	0	36	0	34	10	0	0	6	0	23	17	0	192	1557	9207	1779	7573	49365	103848
20091	0	0	168	0	110	0	0	0	71	3	67	0	3396	1597	95948	856	36699	54616	309924
20092	0	0	0	0	0	0	0	0	0	2	0	0	401	439	18436	322	7722	22974	84553
20093	0	0	0	0	0	0	0	0	1	1	1	0	38	55	1666	83	2536	8722	17154
20094	0	0	0	0	0	0	0	0	0	2	0	0	88	66	2311	188	651	10927	20371
20095	0	0	0	37	0	0	0	0	0	14	2	0	238	932	10962	2166	2531	23204	66034
20096	0	0	0	0	0	0	0	0	0	3	2	0	39	98	1857	335	2404	11631	24164
20097	0	0	0	13	0	0	0	0	0	9	0	0	5	5	768	1290	269	4803	9616
20098	0	0	0	0	0	0	0	0	0	10	2	0	69	44	1993	1049	2304	56741	78439
20099	0	0	0	0	0	0	0	0	0	2	0	0	34	8	55	335	72	6358	8216
20100	0	0	0	13	0	0	0	0	0	10	0	0	9	11	673	1615	318	6978	13345
20101	0	0	0	0	0	0	0	0	0	1	0	0	3	11	202	42	116	6416	9515
20102	0	0	0	0	0	0	0	0	1	2	0	0	128	158	8944	440	3302	24867	56930
20103	0	0	0	0	0	0	0	0	2	3	2	0	379	270	3892	256	1322	12560	34128
20104	0	0	0	0	0	0	0	0	1	4	0	0	351	131	3500	555	1859	18204	40269
20105	0	0	0	0	0	0	0	0	0	7	0	0	46	31	1345	1398	389	12929	21852
20106	0	0	0	0	0	0	0	0	0	1	0	0	24	31	230	116	188	2616	4037
20107	0	0	168	0	110	0	0	0	85	2	67	0	4719	4481	148486	1089	58898	88203	485495
20108	0	0	0	0	0	0	0	0	1	7	1	0	359	155	3197	2483	2018	30773	61180
20109	0	0	2	0	0	0	0	0	4	4	3	0	137	181	6059	396	2606	26074	46730
20110	0	0	0	93	0	0	0	0	2	31	8	0	240	116	7324	4465	5791	16561	52308
20111	0	0	0	0	0	0	0	0	0	8	1	0	139	505	1331	1589	2438	23559	37511
20112	0	0	0	0	0	0	0	0	0	4	0	0	26	34	804	702	168	16722	27189
20113	0	0	0	0	0	0	0	0	0	4	0	0	279	685	2644	591	1496	23701	40052
20114	0	0	0	0	0	0	0	0	0	5	0	0	3	9	183	593	106	3509	6033
20115	0	0	0	0	0	0	0	0	0	1	0	0	330	605	12170	396	5206	26665	74929
20116	0	0	0	0	0	0	0	0	0	10	0	0	26	29	1296	862	1239	40980	54885
20117	0	0	0	0	0	0	0	0	0	6	0	0	360	923	3508	690	2381	57382	85432
20118	0	0	0	40	0	0	0	0	0	13	2	0	386	427	8590	2238	2384	14521	46913
20119	0	0	0	0	0	0	0	0	2	6	0	0	34	89	404	1673	278	7696	12001
20120	0	0	0	0	0	0	0	0	0	2	0	0	0	2	190	229	65	1877	3120
20121	0	0	0	0	0	0	0	0	0	6	0	0	32	45	827	271	1214	8649	13988
20122	0	0	0	0	0	0	0	0	0	6	0	0	79	89	444	89	324	11478	15080
20123	0	0	0	0	0	0	0	0	1	3	2	0	364	136	3704	996	2621	16965	43789
20124	0	0	0	0	53	0	0	7	8	12	21	0	2810	12155	37637	1412	23463	71861	222174
20125	0	0	0	0	0	0	0	0	0	24	0	0	170	650	5070	2684	3038	57566	84985
20126	0	0	0	37	0	0	0	0	0	13	2	0	165	951	11021	1915	2493	27437	69402
20127	0	0	0	91	0	0	0	0	2	27	8	0	217	118	7131	3634	5206	11814	44535
20128	0	0	0	13	0	0	0	0	0	8	0	0	31	6	675	1387	246	2175	6591
20129	0	0	0	0	0	0	0	0	0	2	0	0	27	38	394	117	292	4194	6495
20130	0	0	0	0	0	0	0	4	6	7	8	0	851	4497	22982	1064	15490	46988	151625
20131	0	0	0	40	0	0	0	0	0	15	2	0	465	464	9962	2663	2712	21884	60281
20132	0	0	0	0	0	0	0	0	2	1	2	0	346	60	3289	100	1251	12806	29823
20133	0	0	0	103	0	0	0	0	0	32	8	0	243	139	8615	3728	5719	17152	54667
20134	0	0	0	0	0	0	0	0	3	21	2	0	148	129	7248	2073	3816	70598	101997
20135	0	0	0	0	0	0	0	0	0	5	0	0	192	250	8907	1258	3033	21218	51178
20136	0	0	0	0	0	0	0	0	0	12	2	0	72	44	2232	900	2181	43850	60448
20137	0	0	0	0	0	0	0	0	0	11	0	0	45	78	889	3139	471	15677	22943
20138	0	0	0	0	0	0	0	0	0	2	0	0	5	7	328	530	160	5706	8297
20139	0	0	0	0	0	0	0	0	0	11	0	0	20	18	251	1342	322	15873	21725
20140	0	0	0	0	0	0	0	0	0	1	0	0	3	9	332	12	191	2352	3459
20141	0	0	12	0	0	0	0	0	14	19	7	0	504	1917	25614	832	10163	73296	178311
20142	0	0	0	0	0	0	0	0	0	4	0	0	2	20	619	74	184	18192	21987
20143	0	0	0	0	0	0	0	0	0	4	2	0	43	622	1487	134	2130	21742	34375
20144	0	0	0	0	0	0	0	0	0	3	0	0	15	66	262	94	118	4971	6416
20145	0	0	0	0	0	0	0	0	0	1	0	0	350	320	5026	138	2446	9593	28689
20146	0	0	0	0	0	0	0	0	0	3	0	0	53	55	1026	2224	75	8217	12925
20147	0	0	0	0	0	0	0	0	0	3	0	0	24	80	407	77	178	4791	6658
20148	0	0	0	0	0	0	0	0	0	1	0	0	0	3	196	139	8	2627	3411
20149	0	0	0	0	0	0	0	0	0	1	1	0	40	98	1248	529	946	20798	41758
20150	0	0	0	0	0	0	0	0	2	4	0	0	34	63	2291	90	1000	8278	17584
20151	0	0	0	0	0	0	0	0	0	1	0	0	10	47	317	17	179	4284	6011
20152	0	0	0	0	0	0	0	0	0	9	1	0	165	25	1451	1936	942	35850	50850
20153	0	0	0	0	0	0	0	0	4	6	9	0	176	506	8406	224	5541	43381	79391
20154	0	0	0	37	0	0	0	0	0	12	2	0	124	892	11174	3062	2464	20552	62122
20155	0	0	0	0	0	0	0	0	0	0	1	0	10	23	439	423	421	12943	22850
20156	0	0	0	0	0	0	0	0	0	9	0	0	38	21	409	1313	295	12934	20747
20157	0	0	168	0	110	0	0	0	71	1	67	0	3405	1624	96656	870	38425	54210	312876
20158	0	0	0	0	0	0	0	0	0	12	0	0	33	10	3316	3219	187	19738	25666
20159	0	0	0	37	0	0	0	0	0	14	3	0	164	1040	11134	1662	3228	32631	81084
20160	0	0	0	28	10	0	0	0	0	18	13	0	439	331	12407	589	10020	23332	86813
20161	0	0	0	0	0	0	0	0	0	8	4	0	321	169	3978	384	3389	20846	41714
20162	0	0	0	0	0	0	0	0	2	2	2	0	352	152	4305	162	1462	19162	41035
20163	0	0	0	0	0	0	0	0	0	7	0	0	50	19	948	527	483	17576	22570
20164	0	0	0	0	0	0	0	0	0	6	2	0	150	11	1048	981	734	12730	21630
20165	0	0	0	0	0	0	0	0	0	5	0	0	18	42	432	35	755	15485	20824
20166	0	0	57	0	10	0	0	0	17	6	14	0	383	282	56967	397	14941	40604	169134
20167	0	0	0	37	0	0	0	0	0	11	2	0	118	913	10863	1331	2450	21116	61468
20168	0	36	0	0	10	0	0	6	0	5	15	0	185	1221	6580	351	5197	26341	63502
20169	0	0	0	0	0	0	0	0	3	21	1	0	96	98	6087	2770	2637	53089	78253
20170	0	0	0	0	0	0	0	0	0	7	0	0	90	122	1264	2286	327	20690	29003
20171	0	0	0	24	0	0	0	0	3	36	3	0	185	107	9206	6785	6348	91019	140919
20172	0	0	0	0	0	0	0	0	0	1	0	0	10	32	400	33	157	2115	3495
20173	0	0	0	0	0	0	0	0	2	2	0	0	30	29	875	32	597	7723	11817
20174	0	0	0	0	0	0	0	0	0	0	0	0	657	918	31722	146	12908	24884	115544
20175	0	0	0	0	0	0	0	0	1	7	2	0	13	74	906	353	940	15175	21168
20176	0	0	0	0	0	0	0	0	0	5	0	0	34	66	495	241	322	8140	11472
20177	0	0	0	0	0	0	0	0	0	17	0	0	30	79	627	1750	635	27729	36386
20178	0	0	0	0	0	0	0	0	1	2	0	0	99	106	6741	263	3036	7253	26256
20179	0	0	0	0	0	0	0	0	2	5	2	0	241	68	4133	56	2218	13442	28912
20180	0	0	0	0	0	0	0	0	2	4	13	0	325	449	3793	1232	8410	58523	99341
20181	0	0	0	0	0	0	0	0	0	3	0	0	31	48	620	42	152	2356	3990
20182	0	0	0	0	0	0	0	0	0	6	1	0	4	21	289	554	662	14841	21476
20183	0	0	0	0	0	0	0	0	0	6	1	0	60	12	385	272	769	20632	27382
20184	0	0	91	0	0	0	0	0	63	49	13	0	1480	2496	97680	2425	16369	152667	381775
20185	0	0	0	0	0	0	0	0	2	15	9	0	318	416	3979	2206	8715	88724	137215
20186	0	0	0	0	0	0	0	0	1	11	6	0	248	97	2718	644	4582	44551	69669
20187	0	0	0	24	0	0	0	0	0	25	2	0	66	32	4074	4796	2892	38804	63188
20188	0	0	0	0	0	0	0	0	0	18	1	0	77	421	3612	4161	1540	35752	54489
20189	0	0	0	0	0	0	0	0	0	4	0	0	14	27	140	380	300	12522	17176
20190	0	0	0	42	0	0	0	0	0	34	5	0	446	896	11089	1603	4393	79194	141134
20191	0	0	0	0	0	0	0	0	2	4	2	0	29	27	1139	48	757	8445	14359
20192	0	0	0	0	0	0	0	0	2	1	2	0	346	66	3323	156	1287	11306	27674
20193	0	0	0	0	0	0	0	0	3	1	2	0	263	139	10038	89	4529	19575	51027
20194	0	0	0	0	0	0	0	0	0	4	0	0	61	21	1337	897	386	22004	34517
20195	0	0	0	0	0	0	0	0	0	4	0	0	16	73	351	99	146	3765	5179
20196	0	0	0	0	0	0	0	0	0	1	0	0	5	4	56	0	92	2210	2686
20197	0	0	0	40	0	0	0	0	0	11	2	0	418	582	9218	1631	2825	12435	45023
20198	0	0	0	42	0	0	0	0	0	22	4	0	164	1196	10873	1126	3851	37891	82948
20199	0	0	0	0	0	0	0	0	0	2	0	0	16	2	58	337	138	8348	10506
20200	0	0	0	0	0	0	0	0	0	12	0	0	108	150	1194	1413	1201	34772	49386
20201	0	0	0	0	0	0	0	0	0	3	0	0	14	25	689	201	582	7170	10928
20202	0	0	0	0	0	0	0	0	0	6	2	0	295	178	1881	121	1675	38654	54471
20203	0	0	0	0	0	0	0	0	0	3	0	0	36	136	1220	439	702	20616	37068
20204	0	0	0	0	0	0	0	0	0	6	0	0	78	115	857	220	554	14629	21004
20205	0	0	0	0	0	0	0	0	0	22	1	0	46	105	2072	960	1630	49999	82539
20206	0	0	0	0	0	0	0	0	1	11	2	0	90	126	1931	1590	1823	23791	35748
20207	0	0	0	42	0	0	0	0	0	40	5	0	302	2356	9913	3120	5223	73701	124393
20208	0	0	0	113	0	0	0	0	0	48	9	0	325	336	10653	5148	6386	41590	97100
20209	0	0	0	0	0	0	0	0	0	2	0	0	15	7	670	1929	33	4744	7925
20210	0	0	0	0	0	0	0	0	0	9	0	0	45	39	1098	643	643	18680	29692
20211	0	0	0	0	0	0	0	0	0	8	0	0	95	152	1511	1112	379	22141	31290
20212	0	0	0	13	0	0	0	0	0	22	0	0	36	39	1061	4135	560	23747	43452
20213	0	0	0	0	0	0	0	0	0	16	1	0	349	39	3802	3601	811	36051	51698
20214	0	0	0	0	0	0	0	0	0	7	1	0	11	29	325	860	769	19056	26009
20215	0	0	0	0	0	0	0	0	0	3	2	0	40	98	1846	191	2226	11985	24189
20216	0	0	0	13	0	0	0	0	0	8	0	0	9	8	714	965	283	4632	9339
20217	0	0	0	0	0	0	0	0	0	7	2	0	125	173	2375	1024	2400	26218	43775
20218	0	0	0	0	0	0	0	0	0	4	0	0	12	63	238	2116	147	6188	9128
20219	0	0	0	0	0	0	0	0	0	2	0	0	50	135	788	307	434	11494	20902
20220	0	0	0	0	0	0	0	0	1	9	2	0	14	63	872	527	944	16340	23422
20221	0	0	0	0	0	0	0	0	0	2	0	0	33	55	793	32	1007	6625	11187
20222	0	0	0	0	0	0	0	0	2	4	0	0	25	21	1032	83	515	8264	13720
20223	0	0	0	13	0	0	0	0	0	10	0	0	34	6	789	1431	253	4427	10368
20224	0	0	0	0	0	0	0	0	0	4	2	0	53	90	1807	352	2355	11104	23614
20225	0	0	0	0	0	0	0	0	0	4	1	0	40	357	1079	1160	1805	20056	31004
20226	0	0	0	40	0	0	0	0	0	16	2	0	410	438	9470	2452	2754	28098	68554
20227	0	0	0	0	0	0	0	0	0	3	0	0	416	338	19653	244	8601	18327	78321
20228	0	0	0	0	0	0	0	0	0	8	0	0	16	41	393	96	172	25332	30100
20229	0	0	0	0	0	0	0	0	0	2	1	0	9	20	620	463	325	11645	18937
20230	0	0	0	0	0	0	0	0	18	4	1	0	30	8	407	155	401	5892	9591
20231	0	0	0	0	0	0	0	0	0	12	0	0	76	149	913	404	442	28600	39616
20232	0	0	57	0	10	0	0	0	20	20	17	0	495	401	63387	1315	19723	114146	275807
20233	0	0	0	40	0	0	0	0	0	15	2	0	406	440	9407	2772	2598	18821	56405
20234	0	0	0	24	0	0	0	0	0	20	2	0	103	42	3685	4824	3181	35035	57840
20235	0	0	0	37	0	0	0	0	0	16	2	0	172	897	11602	3908	2541	31072	76616
20236	0	0	0	0	0	0	0	0	0	2	0	0	8	54	447	1789	215	10843	16655
20237	0	0	0	28	10	0	0	0	18	25	14	0	682	365	13967	1841	10684	41061	115293
20238	0	0	0	0	0	0	0	0	0	0	0	0	33	98	1804	154	674	16216	31207
20239	0	0	0	0	0	0	0	0	0	5	0	0	24	18	843	1336	381	5892	11397
20240	0	0	0	113	0	0	0	0	0	53	10	0	384	588	11045	4240	9162	52473	116451
20241	0	0	0	0	0	0	0	0	0	0	0	0	35	88	1056	118	709	17319	32377
20242	0	0	0	20	0	0	0	0	0	25	2	0	236	270	3296	1806	1835	54577	82897
20243	0	0	0	0	0	0	0	0	2	2	2	0	701	805	13882	385	6831	35247	96767
20244	0	0	0	0	0	0	0	0	1	9	2	0	40	123	2187	294	1541	15680	25245
20245	0	0	0	0	0	0	0	0	0	2	1	0	4	11	253	144	162	11407	17085
20246	0	0	0	0	0	0	0	0	0	2	0	0	5	8	129	289	78	2277	3461
20247	0	0	0	0	0	0	0	0	2	3	0	0	27	31	1058	41	656	9141	14232
20248	0	65	51	0	0	0	0	51	29	6	13	0	1358	20677	42319	855	17310	48913	201315
20249	0	0	0	24	0	0	0	0	0	21	2	0	55	15	3422	3640	2738	26007	44733
20250	0	0	0	0	0	0	0	0	0	1	2	0	37	83	1752	176	2140	11076	22864
20251	0	0	0	0	0	0	0	0	0	3	0	0	15	16	133	398	663	17396	22795
20252	0	0	0	0	0	0	0	0	0	6	0	0	11	57	328	1168	270	3496	6701
20253	0	29	26	0	0	0	0	8	15	10	3	0	662	1299	21843	2869	4854	42292	110515
20254	0	0	0	0	0	0	0	0	0	7	0	0	24	100	1148	2430	482	40907	52896
20255	0	0	0	0	0	0	0	0	0	7	0	0	27	119	448	2061	142	9689	13356
20256	0	0	0	0	0	0	0	0	0	1	0	0	1	5	86	111	34	793	1269
20257	0	0	0	0	0	0	0	0	0	6	0	0	6	17	354	716	294	8913	13114
20258	0	0	0	0	0	0	0	0	2	8	0	0	37	118	776	1044	325	8321	12492
20259	0	0	0	0	0	0	0	0	0	4	0	0	34	11	84	351	129	8944	11407
20260	0	0	0	0	0	0	0	0	0	3	0	0	11	13	477	28	188	5383	8188
20261	0	0	0	28	10	0	0	0	0	26	14	0	451	357	12935	981	10508	35623	106707
20262	0	0	0	0	0	0	0	0	2	3	0	0	52	68	1871	142	1137	12489	26545
20263	0	0	0	37	0	0	0	0	0	17	2	0	262	959	11208	2241	2848	44875	91135
20264	0	0	0	0	0	0	0	0	0	4	2	0	59	94	1873	334	2212	12634	25565
20265	0	0	0	0	0	0	0	4	8	23	7	0	1517	5919	35292	1917	19108	83245	252021
20266	0	29	26	0	0	0	0	8	14	11	2	0	598	1297	16918	829	2981	35001	78699
20267	0	0	0	0	0	0	0	0	0	1	0	0	2	4	201	8	143	3942	5889
20268	0	0	0	0	0	0	0	0	0	0	0	0	31	78	912	104	607	11452	24035
20269	0	0	0	97	0	0	0	0	0	32	9	0	245	122	8183	4143	5736	19516	57768
20270	0	0	0	0	0	0	0	0	1	6	2	0	16	67	972	202	982	9696	15300
20271	0	0	0	0	0	0	0	0	0	4	1	0	38	43	697	1320	551	17395	30513
20272	0	0	0	0	0	0	0	0	0	9	3	0	378	181	2025	1600	3995	53317	79784
20273	0	0	0	0	0	0	0	0	1	9	0	0	358	137	3422	2275	1860	23583	48773
20274	0	0	0	0	0	0	0	0	0	6	0	0	30	59	699	1484	333	9359	14008
20275	0	0	0	0	0	0	0	0	0	16	1	0	121	244	1421	762	1376	47659	65228
20276	0	0	0	0	0	0	0	0	0	4	0	0	10	5	124	638	128	6641	9274
20277	0	0	0	37	0	0	0	0	1	25	3	0	797	1182	16587	4706	5607	84095	174240
20278	0	0	74	0	10	0	0	0	39	43	21	0	1118	1798	106624	4339	23134	152043	405096
20279	0	0	0	0	0	0	0	0	0	3	0	0	133	14	734	3130	96	7553	13026
20280	0	0	0	13	0	0	0	0	0	12	0	0	32	4	905	1576	288	7573	14818
20281	0	0	0	0	0	0	0	0	0	3	0	0	17	77	427	79	188	5000	6670
20282	0	0	0	0	53	0	0	3	2	4	15	0	192	6654	12280	289	7194	29111	73735
20283	0	0	0	0	0	0	0	0	0	3	0	0	9	16	399	126	381	5157	8110
20284	0	0	0	0	0	0	0	0	0	0	0	0	9	96	524	146	328	11204	18044
20285	0	36	0	0	10	0	0	6	0	9	15	0	165	1435	6896	779	5496	34943	76180
20286	0	0	0	20	0	0	0	0	0	20	1	0	88	252	2989	1427	1230	24380	44910
20287	0	0	0	0	0	0	0	0	0	0	0	0	28	36	330	37	185	3318	4814
20288	0	0	0	0	0	0	0	0	2	3	0	0	31	38	1362	44	930	9506	15335
20289	0	0	0	37	0	0	0	0	0	11	2	0	114	877	10483	1223	2430	15696	54422
20290	0	0	0	0	0	0	0	0	0	1	1	0	4	4	237	46	337	9688	12425
20291	0	0	0	37	0	0	0	0	0	15	2	0	123	917	10647	1310	2538	27370	68750
