CVEGEO	beds_PAFIL_IPRIV	beds_PAFIL_PDOM	beds_PDER_IMSS	beds_PDER_IMSSB	beds_PDER_ISTE	beds_PDER_SEGP	clinics_PAFIL_IPRIV	clinics_PAFIL_PDOM	clinics_PDER_IMSS	clinics_PDER_IMSSB	clinics_PDER_ISTE	clinics_PDER_SEGP	derechohabientes_PAFIL_IPRIV	derechohabientes_PAFIL_PDOM	derechohabientes_PDER_IMSS	derechohabientes_PDER_IMSSB	derechohabientes_PDER_ISTE	derechohabientes_PDER_SEGP	POBTOT
21027	0	0	0	0	0	0	0	0	0	7	0	0	167	86	2427	445	1214	18181	32352
21028	0	0	0	0	0	0	0	0	0	4	1	0	55	21	434	45	309	17270	21365
21029	0	0	0	11	0	0	0	0	0	17	0	0	20	140	1247	2228	1010	32666	44480
21030	0	0	0	0	0	0	0	0	0	9	0	0	19	28	560	345	304	27970	32525
21031	0	0	0	0	0	0	0	0	0	4	0	0	97	18	472	608	82	13377	18505
21032	0	0	0	11	0	0	0	0	0	35	1	0	200	71	3403	247	2584	55278	74889
21033	0	0	0	0	0	0	0	0	1	1	2	0	455	293	4919	631	4714	44591	68391
21034	0	0	0	0	0	0	0	0	25	3	8	0	9909	1160	148747	1660	12778	81396	365254
21035	0	0	0	0	0	0	0	0	3	20	2	0	293	201	9622	951	2723	102101	153617
21036	0	0	2	0	0	0	0	0	4	11	3	0	158	214	5947	596	2634	52086	72910
21037	0	0	0	12	0	0	0	0	0	36	3	0	291	170	3064	506	1885	22824	41474
21038	0	0	0	0	0	0	0	0	2	3	3	0	735	167	10733	693	2919	72225	162850
21039	0	0	0	0	0	0	0	0	1	12	1	0	95	57	3521	2489	1074	42364	58056
21040	0	140	1061	0	145	0	0	39	345	11	100	0	37892	15565	767880	9212	81442	436422	2005322
21041	0	140	1061	0	145	0	0	39	363	6	99	0	44569	15285	788113	7949	82233	372006	1938120
21042	0	0	0	0	0	0	0	0	0	3	0	0	92	68	529	691	693	18705	26822
21043	0	0	0	15	0	0	0	0	2	65	4	0	585	320	10007	1596	8127	85260	137821
21044	0	0	0	4	0	0	0	0	3	30	4	0	821	448	16349	1502	5858	121936	198369
21045	0	0	0	0	0	0	0	0	2	15	2	0	1116	202	9852	2997	1979	150472	215828
21046	0	0	0	0	0	0	0	0	0	8	0	0	880	171	19366	1270	1238	49318	102930
21047	0	0	15	0	0	0	0	0	13	16	6	0	674	238	30607	1368	9578	109286	199740
21048	0	0	1	0	0	0	0	6	12	2	7	0	1681	3469	69389	1529	10905	86662	292475
21049	0	4	0	0	9	0	0	9	2	19	17	0	706	3638	18055	2210	11898	123479	226282
21050	0	0	0	42	0	0	0	0	3	29	3	0	361	215	16445	3499	3757	102002	183819
21051	0	0	6	11	0	0	0	0	7	37	6	0	542	264	21828	1724	9402	85214	162381
21052	0	0	0	0	0	0	0	0	0	3	0	0	79	16	421	597	64	7607	11507
21053	0	0	6	0	0	0	0	0	10	29	3	0	955	2092	41448	1746	8837	143435	286787
21054	0	0	27	14	18	0	0	0	25	18	18	0	1481	586	47536	2804	12663	137201	287916
21055	0	0	0	28	10	0	0	0	0	21	13	0	446	349	13067	649	10307	28927	94417
21056	0	0	0	11	0	0	0	0	0	38	1	0	199	51	3767	131	1990	24315	40688
21057	0	0	0	0	0	0	0	0	0	10	1	0	120	81	2765	1796	1005	40507	66339
21058	0	0	0	0	0	0	0	0	0	12	0	0	160	64	2609	372	734	81645	100748
21059	0	0	0	0	0	0	0	0	0	7	0	0	86	29	592	76	725	13876	20482
21060	0	0	0	0	0	0	0	0	2	2	1	0	687	353	22494	558	3592	35379	106065
21061	0	0	0	25	0	0	0	0	4	51	3	0	431	154	20102	10357	3620	130572	207857
21062	0	0	6	0	0	0	0	0	7	7	4	0	341	174	16211	1055	5457	49335	98956
21063	0	0	0	0	0	0	0	0	4	10	2	0	850	156	11955	1769	2395	89246	147651
21064	0	0	0	0	0	0	0	2	3	33	3	0	583	4598	39050	5718	11603	162692	317900
21065	0	0	0	10	0	0	0	0	0	45	1	0	904	139	8383	1158	1230	86523	159154
21066	0	0	0	0	0	0	0	0	1	9	5	0	175	111	1921	575	4347	36489	57838
21067	0	0	0	0	0	0	0	0	4	13	2	0	452	698	18326	631	3992	79020	146385
21068	0	0	0	0	0	0	0	0	0	10	0	0	32	111	701	358	404	27281	33501
21069	0	30	42	0	0	0	0	2	22	6	8	0	1538	1528	33718	2150	7745	80716	186991
21070	0	0	0	0	0	0	0	0	0	5	0	0	178	32	482	1419	145	20179	27473
21071	0	0	6	12	0	0	0	0	11	78	4	0	825	1472	24627	6377	9302	179467	310353
21072	0	0	0	13	0	0	0	0	0	26	0	0	94	243	2392	726	1888	54614	75028
21073	0	0	0	11	0	0	0	0	0	31	2	0	195	76	4718	229	3774	50832	79252
21074	0	0	1	0	0	0	0	6	38	7	10	0	9472	4464	136155	2805	20775	166789	546277
21075	0	0	27	22	18	0	0	0	25	21	19	0	1812	553	46979	1388	12905	105255	244769
21076	0	0	27	27	18	0	0	5	30	91	18	0	2943	3425	74740	15945	17191	198707	451808
21077	0	0	0	11	0	0	0	0	0	22	1	0	55	49	641	2371	716	36832	45230
21078	0	0	0	0	0	0	0	0	1	12	2	0	153	85	2322	1402	1564	45534	60292
21079	0	0	0	0	0	0	0	0	0	1	0	0	515	48	2372	156	694	32967	53245
21080	0	0	0	11	0	0	0	0	0	16	1	0	95	64	722	2321	864	35838	45184
21081	0	0	0	0	0	0	0	0	0	3	1	0	121	27	779	296	1235	44735	56485
21082	0	0	0	12	0	0	0	0	0	34	0	0	45	145	2370	883	1020	15965	29958
21083	0	0	0	12	0	0	0	0	3	70	4	0	851	1302	23606	2748	4748	161387	266866
21084	0	0	0	0	0	0	0	0	0	6	1	0	52	62	875	1875	747	27175	35152
21085	0	0	9	11	0	0	0	0	6	33	2	0	460	178	18114	304	4030	56465	99600
21086	0	0	0	12	0	0	0	0	1	64	4	0	277	1063	14305	3435	6428	113026	189433
21087	0	0	0	11	0	0	0	0	2	34	4	0	452	255	13821	421	8401	71841	116059
21088	0	0	0	8	0	0	0	0	0	13	1	0	122	273	2737	3733	2999	64177	90273
21089	0	0	0	0	0	0	0	0	0	20	0	0	99	210	2079	1684	756	72966	88974
21090	0	0	0	0	0	0	0	0	14	2	3	0	7810	957	78843	1200	9136	78191	283488
21091	0	4	0	12	9	0	0	9	2	49	17	0	470	3881	21264	4111	10763	96234	196504
21092	0	0	60	12	8	0	0	0	45	41	14	0	3013	2433	116338	2436	17567	152673	455461
21093	0	0	0	0	0	0	0	0	4	10	3	0	377	736	17618	679	4106	107310	176074
21094	0	0	0	0	0	0	0	5	1	18	0	0	275	261	11150	800	1547	82616	122081
21095	0	0	0	0	0	0	0	0	0	3	0	0	101	15	390	248	107	9051	13191
21096	0	0	0	10	0	0	0	0	25	50	1	0	687	196	14357	1208	1539	94579	172922
21097	0	0	0	0	0	0	0	0	2	4	3	0	604	145	10545	577	3288	50143	117210
21098	0	0	0	12	0	0	0	0	0	34	0	0	276	167	3202	1719	1099	36253	59411
21099	0	0	0	0	0	0	0	0	3	11	2	0	734	191	18964	2323	2764	97279	175238
21100	0	4	0	0	9	0	0	9	1	16	16	0	457	3400	14115	3047	8505	100353	186262
21101	0	0	0	11	0	0	0	0	0	60	2	0	606	216	6130	3047	5762	81166	123228
21102	0	0	0	0	0	0	0	0	0	4	0	0	225	72	3301	297	491	26726	48080
21103	0	0	60	0	8	0	0	0	44	11	11	0	3363	2314	116181	2356	14996	134842	415473
21104	0	0	1	0	0	0	0	0	34	8	9	0	1904	455	45450	1655	8312	193800	378584
21105	0	0	0	0	0	0	0	0	1	15	1	0	120	207	5675	504	1265	53552	79715
21106	0	170	1103	0	145	0	0	41	365	13	106	0	57091	17229	792143	9240	87778	398367	2013427
21107	0	0	0	0	0	0	0	0	0	13	0	0	109	264	1900	3792	1409	70182	91258
21108	0	0	0	10	0	0	0	0	26	50	1	0	262	294	10513	893	1826	74614	125335
21109	0	0	0	0	0	0	0	0	0	22	1	0	134	195	3459	2956	1760	62249	95542
21110	0	0	2	0	0	0	0	0	6	11	8	0	2043	297	24357	1790	5948	167907	302747
21111	0	0	0	0	0	0	0	0	0	27	3	0	271	713	5733	3374	4764	92518	131951
21112	0	0	0	28	10	0	0	0	1	27	18	0	602	480	14888	890	14694	49921	132623
21113	0	0	0	0	0	0	0	0	1	13	5	0	256	111	2921	341	4658	45486	70895
21114	0	0	0	0	0	0	0	0	22	11	11	0	34979	3756	262905	5039	25725	248730	866155
21115	0	0	2	0	0	0	0	0	7	7	7	0	1351	281	20239	2331	4796	143960	268448
21116	0	0	0	0	0	0	0	0	0	11	0	0	94	98	3134	502	668	82840	104657
21117	0	0	0	0	0	0	0	0	25	2	0	0	345	87	6998	274	352	26454	43215
21118	0	0	0	0	0	0	0	0	2	1	4	0	785	163	10871	986	2907	78703	175345
21119	0	140	1061	0	145	0	0	39	355	9	99	0	46103	15473	764392	8867	80079	361140	1889551
21120	0	0	60	0	8	0	0	0	46	18	11	0	2680	2226	108583	1746	14838	157344	428639
21121	0	30	42	0	0	0	0	2	22	7	8	0	1560	1529	33636	1699	7835	79909	187155
21122	0	0	1	0	0	0	0	6	10	2	6	0	1117	3130	49376	1066	7661	63738	212657
21123	0	0	0	0	0	0	0	0	0	9	0	0	89	135	1454	367	511	37432	44918
21124	0	0	60	0	8	0	0	0	44	6	11	0	2771	2215	106732	1654	15040	109200	372554
21125	0	0	0	0	0	0	0	0	0	4	1	0	22730	1567	55069	1684	6532	54372	215212
21126	0	0	0	0	0	0	0	0	12	7	3	0	26114	1783	97803	1305	10983	97075	357828
21127	0	0	0	0	0	0	0	0	1	9	5	0	168	157	2460	417	5014	33286	55742
21128	0	0	1	10	0	0	0	5	8	49	5	0	975	476	40062	931	5387	131752	247391
21129	0	0	2	0	0	0	0	0	3	7	1	0	864	153	9348	819	2898	51154	93510
21130	0	0	0	10	0	0	0	0	2	52	2	0	1356	149	10962	1128	2429	93500	165326
21131	0	0	0	0	0	0	0	0	0	4	0	0	108	20	611	1144	134	13436	19342
21132	0	0	0	0	0	0	0	0	2	2	1	0	1625	1041	47764	853	12134	91423	246329
21133	0	0	0	0	0	0	0	0	0	1	0	0	18	5	757	17	111	5860	8318
21134	0	0	0	0	0	0	0	0	0	1	0	0	594	416	19094	258	4704	50830	115397
21135	0	0	0	28	10	0	0	0	0	20	13	0	470	352	12731	578	10301	22096	85563
21136	0	0	0	0	0	0	0	0	11	0	6	0	1849	272	34978	461	6453	49442	139848
21137	0	0	0	10	0	0	0	5	1	50	1	0	165	237	10470	803	1721	80054	126756
21138	0	0	0	0	0	0	0	0	8	5	3	0	1614	1000	38725	1218	7579	93824	239228
21139	0	0	0	0	0	0	0	0	1	9	5	0	177	106	1798	279	4327	34378	54728
21140	0	140	1061	0	145	0	0	39	345	12	99	0	59631	16773	871081	9358	90863	416802	2167345
21141	0	0	0	0	0	0	0	0	1	8	5	0	131	130	2586	349	4350	45807	68980
21142	0	0	0	0	0	0	0	5	26	6	0	0	150	168	8026	429	694	48806	76875
21143	0	0	1	0	0	0	0	6	22	5	7	0	2774	3933	100221	2316	17662	137576	430321
21144	0	0	2	0	0	0	0	0	3	2	5	0	823	183	14459	1062	3209	100549	207531
21145	0	0	0	0	0	0	0	0	2	29	1	0	267	90	10653	4808	1698	91209	131133
21146	0	0	0	0	0	0	0	0	0	2	0	0	190	14	379	594	80	10478	14793
21147	0	0	0	12	0	0	0	0	1	39	5	0	182	262	3901	1871	5082	46910	80920
21148	0	30	42	0	0	0	0	2	22	8	8	0	5176	1842	41735	2689	8192	78141	215162
21149	0	0	60	0	8	0	0	0	44	4	11	0	2792	2216	110620	1379	14640	102404	364367
21150	0	140	1061	0	145	0	0	39	343	11	97	0	36121	14587	711261	8281	74754	317858	1710229
21151	0	0	0	0	0	0	0	0	2	4	3	0	891	185	11792	652	3592	69735	148949
21152	0	0	0	0	0	0	0	0	25	2	1	0	595	131	9529	703	974	61313	110134
21153	0	0	0	0	0	0	0	0	2	3	3	0	1022	193	10151	1449	2711	59193	128163
21154	0	0	0	0	0	0	0	0	2	3	1	0	1226	205	11308	2319	1804	143158	244775
21155	0	0	0	0	0	0	0	0	1	11	5	0	210	96	1999	261	4174	34619	55270
21156	0	0	0	0	0	0	0	0	2	25	0	0	1500	219	24826	1350	2699	131539	222766
21157	0	0	6	11	0	0	0	0	8	46	10	0	534	329	19167	2518	11135	84672	161310
21158	0	0	0	27	0	0	0	5	4	89	4	0	1792	3144	29268	11756	10064	111827	232929
21159	0	170	1103	0	145	0	0	41	365	12	105	0	41025	16380	748802	9819	82586	386218	1899486
21160	0	0	0	0	0	0	0	0	5	4	3	0	377	225	14544	346	7790	74015	124153
21161	0	0	60	0	8	0	0	0	45	6	11	0	3248	2335	117532	1709	15511	150455	446523
21162	0	0	0	0	0	0	0	0	0	7	1	0	110	40	1606	217	461	27653	32326
21163	0	140	1061	0	145	0	0	39	349	9	105	0	38101	15657	786467	7995	82971	437445	2014972
21164	0	0	0	0	0	0	0	0	0	6	1	0	1643	254	18633	983	3098	139413	257920
21165	0	0	0	0	0	0	0	0	0	3	0	0	79	62	1555	172	788	31075	45160
21166	0	0	6	0	0	0	0	0	7	11	4	0	418	230	19634	1220	6359	76359	141638
21167	0	0	0	0	0	0	0	0	2	22	3	0	439	459	8501	1887	5515	89368	143495
21168	0	0	9	0	0	0	0	0	7	4	2	0	507	270	20413	393	5700	91556	152320
21169	0	0	0	0	0	0	0	0	1	7	8	0	450	177	2979	1406	5664	44787	74799
21170	0	0	0	8	0	0	0	5	6	15	4	0	1116	1062	32076	1999	6225	135712	259145
21171	0	0	0	0	0	0	0	0	0	1	0	0	153	35	1428	100	455	15970	28236
21172	0	0	0	0	0	0	0	0	1	34	3	0	468	482	10944	3841	5575	128288	195024
21173	0	0	0	10	0	0	0	0	2	16	3	0	938	407	12165	883	6836	79444	141547
21174	0	0	0	20	0	0	0	0	0	12	1	0	744	230	10146	1667	2311	66597	118846
21175	0	30	42	0	0	0	0	2	22	8	8	0	1622	1559	33441	1909	7514	89497	205058
21176	0	0	15	0	0	0	0	0	13	8	5	0	578	251	28787	1690	6962	73375	146624
21177	0	0	0	0	0	0	0	0	2	5	0	0	217	143	11906	1591	1017	85008	131966
21178	0	4	0	12	9	0	0	9	2	71	19	0	660	4004	22678	4573	12819	155714	271454
21179	0	0	0	0	0	0	0	0	2	20	3	0	857	152	7354	972	2417	103926	148457
21180	0	0	187	0	0	0	0	0	106	5	23	0	14944	6039	318855	4317	70241	261003	1052499
21181	0	0	0	0	0	0	0	0	4	2	1	0	1931	592	46929	817	7226	65901	200183
21182	0	0	0	0	0	0	0	0	0	4	0	0	526	75	4066	253	1687	35045	68880
21183	0	4	0	0	9	0	0	9	1	16	15	0	419	3398	12880	2936	7953	98149	166390
21184	0	0	0	0	0	0	0	0	0	12	0	0	76	183	1769	663	516	41451	50899
21185	0	0	0	0	0	0	0	0	0	2	0	0	206	142	4251	717	1156	36927	55338
21186	0	0	0	23	0	0	0	0	0	78	5	0	1510	560	18284	4718	12883	157475	263191
21187	0	0	0	0	0	0	0	0	0	18	1	0	41	184	1016	464	1711	44412	56326
21188	0	30	42	0	0	0	0	2	22	7	9	0	1848	1873	37861	1685	9396	101569	235470
21189	0	0	2	0	0	0	0	0	3	2	4	0	648	168	11987	702	2767	63342	139619
21190	0	0	0	12	0	0	0	0	0	39	0	0	94	207	3485	1006	2139	19754	38577
21191	0	0	0	0	0	0	0	0	0	11	0	0	170	10	1482	377	613	19414	27739
21192	0	0	0	8	0	0	0	0	0	22	2	0	162	478	4199	3896	4009	83533	123311
21193	0	140	1061	0	145	0	0	39	343	10	97	0	36764	14665	714517	7853	76029	342680	1760356
21194	0	0	0	0	0	0	0	0	2	19	3	0	1012	7920	39344	4650	7382	96543	219240
21195	0	0	60	0	8	0	0	0	46	34	11	0	3141	2300	114707	4195	15506	216986	512768
21196	0	0	0	12	0	0	0	0	1	38	5	0	158	246	3747	693	4845	36190	65079
21197	0	4	6	0	9	0	0	9	10	13	16	0	491	3652	15778	2505	8804	95532	176864
21198	0	0	0	11	0	0	0	0	0	33	1	0	125	55	2372	104	1814	26410	40219
21199	0	0	27	20	18	0	0	0	27	19	18	0	2027	996	60312	3683	10862	128838	309832
21200	0	0	0	11	0	0	0	0	1	65	2	0	569	122	6954	2455	5045	78202	118845
21201	0	0	0	0	0	0	0	0	0	2	0	0	81	49	1800	65	263	16432	22821
21202	0	0	0	11	0	0	0	0	1	66	4	0	582	142	6467	2465	5207	80010	118551
21203	0	0	2	0	0	0	0	0	4	6	4	0	697	215	17026	1042	3690	107362	202117
21204	0	0	0	0	0	0	0	0	2	7	3	0	107	271	5658	330	5172	44528	75309
21205	0	0	2	0	0	0	0	0	6	3	4	0	520	221	17411	1734	3305	104371	192932
21206	0	0	0	12	0	0	0	0	0	39	0	0	261	224	3166	2839	1180	36718	59188
21207	0	0	0	0	0	0	0	0	2	19	8	0	268	351	9397	2865	8219	104644	162694
21208	0	4	6	12	9	0	0	9	7	79	18	0	1050	3665	32297	5637	11421	168146	320804
21209	0	0	60	0	8	0	0	0	44	12	11	0	3337	2263	106320	2143	15574	109624	371895
21210	0	0	0	11	0	0	0	0	0	18	0	0	95	38	1142	1074	599	45606	55939
21211	0	0	0	11	0	0	0	0	2	64	4	0	568	230	10110	1735	7556	81757	134180
21212	0	0	0	11	0	0	0	0	3	83	9	0	660	325	14875	3027	10857	126777	203332
21213	0	4	6	12	9	0	0	9	11	58	18	0	608	4105	25751	3904	12043	138027	258201
21214	0	0	2	0	0	0	0	0	5	15	1	0	239	125	12275	739	2388	80498	132068
21215	0	0	0	0	0	0	0	0	0	11	1	0	117	64	2654	2384	731	48687	60510
21216	0	0	0	4	0	0	0	0	0	13	1	0	165	237	2516	3808	2780	71925	98586
21217	0	0	2	0	0	0	0	0	5	24	1	0	140	146	9300	583	1974	97121	137877
22001	0	0	72	0	0	0	0	0	53	10	10	0	5430	2186	177742	2704	16693	209801	569346
22002	0	0	0	0	0	0	0	0	7	0	5	0	290	80	12282	176	5603	100903	142356
22003	0	0	0	0	0	0	0	0	0	11	6	0	356	49	3893	792	3818	79050	98978
22004	0	0	0	0	0	0	0	0	6	13	6	0	525	638	22512	1822	6419	125680	210607
22005	0	0	260	0	0	0	0	0	82	0	8	0	13762	863	202995	2294	13499	136016	474337
22006	0	30	287	0	90	0	0	2	184	2	59	0	56226	4199	676761	4549	54542	266895	1317377
22007	0	0	0	0	0	0	0	0	16	4	6	0	1520	361	63175	605	8739	129835	274323
22008	0	30	619	0	90	0	0	2	326	8	68	0	85475	7341	1048019	7637	80830	401560	2012773
22009	0	0	0	0	0	0	0	0	8	28	4	0	341	155	16726	2727	4723	158114	211855
22010	0	0	0	0	0	0	0	0	0	22	5	0	271	86	4747	1253	5199	96125	122664
22011	0	30	287	0	90	0	0	2	191	2	60	0	56548	4250	706925	4822	54120	258582	1340675
22012	0	0	332	0	0	0	0	0	125	3	11	0	18250	2628	332788	3224	22138	174246	705602
22013	0	0	0	0	0	0	0	0	7	0	5	0	247	101	14315	457	5649	115290	166525
22014	0	0	266	0	0	0	0	0	107	1	8	0	33890	1709	358770	3449	29455	232118	863099
22015	0	0	0	0	0	0	0	0	6	1	5	0	234	79	11322	430	4958	88071	128531
22016	0	0	0	0	0	0	0	0	23	7	9	0	3388	597	101410	1859	10164	167849	381878
22017	0	0	72	0	0	0	0	0	65	11	16	0	5340	2035	235017	2874	18692	177944	572905
22018	0	0	0	0	0	0	0	0	10	0	5	0	551	181	42491	1107	6148	115244	220485
23001	0	0	91	0	0	0	0	0	34	0	2	0	8346	339	178724	2242	7495	62744	380521
23002	0	0	0	0	0	0	0	0	4	5	1	0	1414	201	14834	930	6749	88832	149297
23003	0	45	305	0	19	0	0	2	134	0	17	0	19802	1883	505599	3900	33108	121148	940674
23004	0	0	0	0	0	0	0	0	1	6	1	0	488	590	6710	625	5157	76598	115608
23005	0	8	0	0	0	0	0	7	0	0	2	0	1276	914	17986	551	3571	30210	78778
23006	0	0	0	0	0	0	0	0	6	11	9	0	827	343	25470	804	17312	171139	258609
23007	0	53	415	0	19	0	0	9	179	8	21	0	29945	3152	710904	6318	43867	232414	1414516
23008	0	6	18	0	0	0	0	7	24	4	16	0	4594	2810	87041	1476	16506	117942	315833
23009	0	6	109	0	0	0	0	7	55	0	15	0	9254	1715	222509	2127	20388	115639	506416
23010	0	42	47	0	30	0	0	16	42	6	39	0	2359	6703	84896	1455	56216	191907	430657
23011	0	45	396	0	19	0	0	2	168	0	19	0	26973	2187	674548	5614	39678	168031	1274474
24001	0	28	560	36	78	0	0	21	214	36	77	0	47463	2957	563122	4865	67414	199023	1061654
24002	0	0	6	0	10	0	0	0	16	29	13	0	1795	167	36865	4854	10661	101203	191065
24003	0	0	116	0	26	0	0	0	59	34	24	0	3470	1879	104752	4069	23703	145916	339481
24004	0	0	0	30	0	0	0	0	12	24	9	0	7138	948	239991	2526	20671	67813	406820
24005	0	0	6	0	10	0	0	0	9	19	8	0	1520	98	22321	1473	7327	64679	121029
24006	0	0	0	25	0	0	0	0	6	43	3	0	338	55	29201	3031	5012	39838	92345
24007	0	0	0	46	10	0	0	0	9	31	10	0	794	160	55822	3669	12165	65759	160721
24008	0	0	0	0	0	0	0	0	1	27	3	0	613	78	10399	5154	2408	57627	89993
24009	0	28	560	0	78	0	0	21	223	16	83	0	53305	3750	767106	3997	81086	161319	1275379
24010	0	0	11	50	10	0	0	0	25	62	12	0	2515	187	51350	6235	11958	129885	241599
24011	0	0	6	0	10	0	0	0	13	19	9	0	1844	173	45558	1076	8052	81020	169988
24012	0	0	0	0	0	0	0	0	3	26	0	0	199	265	8778	6091	4476	80525	120546
24013	0	0	5	0	0	0	0	0	21	21	2	0	516	240	40951	3095	5144	89326	166338
24014	0	0	0	20	0	0	0	0	3	31	3	0	322	200	6664	4099	5965	52026	81781
24015	0	0	0	0	0	0	0	0	2	27	2	0	237	65	9678	2089	2452	46239	74936
24016	0	0	16	0	0	0	0	3	16	3	6	0	902	1955	48610	897	6619	46745	133153
24017	0	0	0	50	0	0	0	0	2	51	6	0	947	108	18765	7720	8200	101307	156642
24018	0	0	0	20	0	0	0	0	3	44	4	0	510	313	10216	7534	7240	115147	166604
24019	0	0	0	0	0	0	0	0	0	15	2	0	109	18	3272	579	1690	38205	50821
24020	0	0	0	0	0	0	0	0	2	9	1	0	204	29	11648	2182	5962	42040	70503
24021	0	28	560	36	78	0	0	21	213	30	77	0	47087	2880	549385	4650	65636	187622	1021329
24022	0	28	560	36	78	0	0	21	215	39	79	0	47132	2937	554847	4995	67424	215259	1065676
24023	0	0	6	0	10	0	0	0	16	29	12	0	1814	147	36055	2096	9457	98467	181060
24024	0	0	0	0	0	0	0	0	2	34	7	0	2248	194	28538	5950	10309	124188	206260
24025	0	0	0	97	0	0	0	0	3	70	5	0	396	89	30008	4128	7017	144348	225391
24026	0	0	0	0	0	0	0	0	3	14	4	0	173	165	5780	2838	4768	39777	65559
24027	0	0	6	0	10	0	0	0	9	19	11	0	1926	99	23625	1696	9280	99005	164235
24028	0	0	0	0	0	0	0	0	16	35	8	0	7662	1108	285060	2245	22834	146352	564821
24029	0	0	0	52	10	0	0	0	5	49	12	0	656	503	19114	9787	14199	130222	209336
24030	0	0	6	30	10	0	0	0	13	33	9	0	3679	198	50497	3337	11567	101575	209827
24031	0	0	0	0	0	0	0	0	6	14	5	0	368	47	12938	773	4018	59157	90423
24032	0	0	15	0	10	0	0	0	25	22	13	0	4595	334	125852	3207	22156	282208	544949
24033	0	0	0	61	0	0	0	0	5	59	5	0	418	97	27023	1928	3667	93905	153286
24034	0	0	16	0	0	0	0	3	22	15	10	0	1145	2241	64586	1922	11355	94678	218619
24035	0	28	560	0	78	0	0	21	214	16	77	0	47265	2871	546804	3076	63286	123203	936429
24036	0	0	121	0	26	0	0	0	60	43	23	0	3603	1820	105610	6531	21860	145012	341601
24037	0	0	0	0	0	0	0	0	0	48	5	0	1197	432	10354	6827	9601	166390	220361
24038	0	0	0	72	10	0	0	0	6	50	11	0	771	339	15752	12677	12828	122664	188648
24039	0	0	0	20	0	0	0	0	2	40	6	0	567	404	8480	8673	8754	80809	124150
24040	0	4	251	0	46	0	0	13	107	24	39	0	4362	5610	192489	1959	33893	147566	464602
24041	0	0	116	0	26	0	0	0	56	33	21	0	3588	2025	108740	5144	23147	120214	322773
24042	0	0	0	0	0	0	0	0	2	23	2	0	261	318	9036	2902	5443	76212	109014
24043	0	0	9	0	0	0	0	0	8	5	2	0	902	90	35812	986	7001	84624	168416
24044	0	0	0	22	0	0	0	0	14	36	5	0	511	86	31528	2629	10305	73697	138808
24045	0	0	0	25	0	0	0	0	2	33	5	0	384	102	22215	1485	3211	66680	113950
24046	0	28	560	36	78	0	0	21	220	39	80	0	48122	3041	612365	5326	71995	292732	1241706
24047	0	0	0	71	10	0	0	0	10	60	12	0	1008	208	72915	4808	13898	101317	229743
24048	0	0	0	46	10	0	0	0	8	36	8	0	782	150	53042	4962	12190	49148	140895
24049	0	72	0	0	0	0	0	12	28	30	16	0	1756	1888	129855	1270	29871	119061	342566
24050	0	28	560	0	78	0	0	21	219	19	79	0	47636	2973	588497	3411	68048	225123	1117173
24051	0	28	560	30	78	0	0	21	223	44	84	0	53825	3767	763406	7377	83565	207956	1335910
24052	0	0	6	30	10	0	0	0	10	28	11	0	2143	130	26673	5566	9465	82349	155117
24053	0	0	0	0	0	0	0	0	1	25	2	0	452	276	7265	7081	7061	103080	137682
24054	0	0	0	20	0	0	0	0	2	36	5	0	612	279	10544	6223	8740	139267	190093
24055	0	28	560	0	78	0	0	21	219	26	77	0	49059	3015	587344	3772	68224	183077	1066648
24056	0	28	560	0	78	0	0	21	215	19	77	0	47096	2863	548307	3425	63969	138523	960590
24057	0	0	0	72	10	0	0	0	5	58	10	0	812	325	16570	11275	12613	141300	210393
24058	0	0	116	20	26	0	0	0	60	46	22	0	3453	1788	107009	6212	21259	99134	284105
25001	0	0	166	27	0	0	0	0	80	45	23	0	2067	432	243022	4761	39579	172558	567291
25002	0	0	212	0	0	0	0	0	123	10	27	0	1985	968	289217	1569	34879	134571	558342
25003	0	0	381	20	114	0	0	0	198	57	82	0	18159	2474	583937	9378	112774	253416	1199372
25004	0	68	197	38	61	0	0	30	140	42	35	0	14233	10418	309977	5493	45235	107670	622388
25005	0	0	381	42	114	0	0	0	198	31	77	0	18110	3036	579794	5635	108261	182349	1104674
25006	0	0	41	32	0	0	0	0	42	34	16	0	798	166	117785	2087	16528	124380	314673
25007	0	0	2	27	0	0	0	0	6	69	13	0	1161	256	64220	5845	16270	116453	250236
25008	0	0	381	42	114	0	0	0	199	26	71	0	17946	2982	562876	4774	104631	152421	1040047
25009	0	0	17	15	0	0	0	0	12	23	13	0	689	1680	30946	958	14802	67976	138942
25010	0	4	210	0	48	0	0	7	93	35	41	0	7672	3081	287922	3590	45646	142066	592290
25011	0	4	250	0	48	0	0	7	124	27	51	0	8344	3858	340253	1927	52204	145548	661565
25012	0	0	9	36	0	0	0	0	10	31	7	0	2518	943	24893	949	10366	56014	114082
25013	0	0	462	32	114	0	0	0	267	45	91	0	19131	3297	721969	5838	123915	263120	1381449
25014	0	68	199	40	61	0	0	30	144	37	39	0	12676	10940	310746	5880	50462	128479	649827
25015	0	0	151	0	0	0	0	0	72	23	22	0	1432	213	195300	1911	31412	145844	452491
25016	0	68	172	43	61	0	0	30	114	38	39	0	14071	9715	301628	5259	44613	118636	617425
25017	0	4	383	39	48	0	0	7	182	85	64	0	9963	4208	512026	12204	78575	270214	1078779
