CVEGEO	mun_derechohabientes_PAFIL_IPRIV	mun_beds_PAFIL_IPRIV	mun_clinics_PAFIL_IPRIV	mun_derechohabientes_PAFIL_PDOM	mun_beds_PAFIL_PDOM	mun_clinics_PAFIL_PDOM	mun_derechohabientes_PDER_IMSS	mun_beds_PDER_IMSS	mun_clinics_PDER_IMSS	mun_derechohabientes_PDER_IMSSB	mun_beds_PDER_IMSSB	mun_clinics_PDER_IMSSB	mun_derechohabientes_PDER_ISTE	mun_beds_PDER_ISTE	mun_clinics_PDER_ISTE	mun_derechohabientes_PDER_SEGP	mun_beds_PDER_SEGP	mun_clinics_PDER_SEGP	vecino_derechohabientes_PAFIL_IPRIV	vecino_beds_PAFIL_IPRIV	vecino_clinics_PAFIL_IPRIV	vecino_derechohabientes_PAFIL_PDOM	vecino_beds_PAFIL_PDOM	vecino_clinics_PAFIL_PDOM	vecino_derechohabientes_PDER_IMSS	vecino_beds_PDER_IMSS	vecino_clinics_PDER_IMSS	vecino_derechohabientes_PDER_IMSSB	vecino_beds_PDER_IMSSB	vecino_clinics_PDER_IMSSB	vecino_derechohabientes_PDER_ISTE	vecino_beds_PDER_ISTE	vecino_clinics_PDER_ISTE	vecino_derechohabientes_PDER_SEGP	vecino_beds_PDER_SEGP	vecino_clinics_PDER_SEGP	full_derechohabientes_PAFIL_IPRIV	full_beds_PAFIL_IPRIV	full_clinics_PAFIL_IPRIV	full_derechohabientes_PAFIL_PDOM	full_beds_PAFIL_PDOM	full_clinics_PAFIL_PDOM	full_derechohabientes_PDER_IMSS	full_beds_PDER_IMSS	full_clinics_PDER_IMSS	full_derechohabientes_PDER_IMSSB	full_beds_PDER_IMSSB	full_clinics_PDER_IMSSB	full_derechohabientes_PDER_ISTE	full_beds_PDER_ISTE	full_clinics_PDER_ISTE	full_derechohabientes_PDER_SEGP	full_beds_PDER_SEGP	full_clinics_PDER_SEGP	mun.contrib_derechohabientes_PAFIL_IPRIV	mun.contrib_beds_PAFIL_IPRIV	mun.contrib_clinics_PAFIL_IPRIV	mun.contrib_derechohabientes_PAFIL_PDOM	mun.contrib_beds_PAFIL_PDOM	mun.contrib_clinics_PAFIL_PDOM	mun.contrib_derechohabientes_PDER_IMSS	mun.contrib_beds_PDER_IMSS	mun.contrib_clinics_PDER_IMSS	mun.contrib_derechohabientes_PDER_IMSSB	mun.contrib_beds_PDER_IMSSB	mun.contrib_clinics_PDER_IMSSB	mun.contrib_derechohabientes_PDER_ISTE	mun.contrib_beds_PDER_ISTE	mun.contrib_clinics_PDER_ISTE	mun.contrib_derechohabientes_PDER_SEGP	mun.contrib_beds_PDER_SEGP	mun.contrib_clinics_PDER_SEGP
01011	288	0	0	36	0	0	38200	0	0	78	0	0	1462	1	0	11239	0	0	30918	0	0	2727	30	2	689150	625	565	1291	0	0	78272	82	57	176843	0	0	31206	0	0	2763	30	2	727350	625	565	1369	0	0	79734	83	57	188082	0	0	0.9228994424149202	NA	NA	1.3029315960912051	0	0	5.251941981164501	0	0	5.6975894813732655	NA	NA	1.8335967090576166	1.2048192771084338	0	5.9755851171297625	NA	NA
02001	9994	0	0	6869	92	25	203713	135	58	2269	0	7	24868	29	36	105448	0	0	121973	0	0	7143	56	17	1791817	1189	480	17593	20	22	127406	110	92	410407	0	0	131967	0	0	14012	148	42	1995530	1324	538	19862	20	29	152274	139	128	515855	0	0	7.573105397561512	NA	NA	49.02226662860405	62.16216216216216	59.523809523809526	10.208465921334183	10.196374622356496	10.780669144981413	11.423824388279126	0	24.137931034482758	16.33108738195621	20.863309352517987	28.125	20.441403107462367	NA	NA
02002	41859	0	0	3050	26	15	576267	392	169	3968	0	6	54564	67	41	142247	0	0	19151	0	0	7451	92	25	343539	218	107	3619	0	7	37800	36	49	156377	0	0	61010	0	0	10501	118	40	919806	610	276	7587	0	13	92364	103	90	298624	0	0	68.6100639239469	NA	NA	29.04485287115513	22.033898305084747	37.5	62.650928565371395	64.26229508196721	61.231884057971016	52.29998681955977	NA	46.15384615384615	59.07496427179421	65.04854368932038	45.55555555555556	47.634148628375485	NA	NA
02003	2126	0	0	63	0	0	55663	43	20	693	0	0	4526	0	4	18222	0	0	124039	0	0	11767	148	42	1851156	1270	478	13818	0	15	139865	139	121	434737	0	0	126165	0	0	11830	148	42	1906819	1313	498	14511	0	15	144391	139	125	452959	0	0	1.6850949153885784	NA	NA	0.5325443786982249	0	0	2.9191548857023135	3.274942878903275	4.016064257028113	4.775687409551375	NA	0	3.1345443968114357	0	3.2	4.022880658072806	NA	NA
02004	72186	0	0	1848	30	2	1071176	743	251	7581	0	2	60433	43	44	187042	0	0	17082	0	0	7741	92	25	303806	178	110	4691	0	8	32876	29	40	155577	0	0	89268	0	0	9589	122	27	1374982	921	361	12272	0	10	93309	72	84	342619	0	0	80.86436348971635	NA	NA	19.27208259463969	24.59016393442623	7.407407407407407	77.90472893463333	80.67318132464712	69.52908587257618	61.77477183833116	NA	20	64.76652841633711	59.72222222222222	52.38095238095238	54.59183524556431	NA	NA
02005	4962	0	0	809	0	0	44430	0	32	1729	0	1	3482	0	0	31907	0	0	82180	0	0	8717	122	27	1274889	878	309	9850	0	9	85301	72	80	292490	0	0	87142	0	0	9526	122	27	1319319	878	341	11579	0	10	88783	72	80	324397	0	0	5.694154368731496	NA	NA	8.492546714255722	0	0	3.3676464903484296	0	9.3841642228739	14.932204853614301	NA	10	3.9219219895700754	0	0	9.835787630588445	NA	NA
02006	840	0	0	1373	0	0	44281	11	8	3622	20	13	4401	0	3	30989	0	0	10257	0	0	8369	103	29	237263	163	90	2352	0	8	33937	39	53	116277	0	0	11097	0	0	9742	103	29	281544	174	98	5974	20	21	38338	39	56	147266	0	0	7.5696134090294676	NA	NA	14.093615274071032	0	0	15.72791464211633	6.32183908045977	8.16326530612245	60.62939404084366	100	61.904761904761905	11.479472064270437	0	5.357142857142857	21.0428747979846	NA	NA
03001	179	0	0	1172	0	0	28969	25	22	190	0	0	12707	24	18	22398	0	0	5973	0	0	8920	126	29	173403	126	105	1611	0	3	71015	190	123	66775	0	0	6152	0	0	10092	126	29	202372	151	127	1801	0	3	83722	214	141	89173	0	0	2.90962288686606	NA	NA	11.613158937772493	0	0	14.314727333820885	16.556291390728475	17.322834645669293	10.549694614103275	NA	0	15.177611619407084	11.214953271028037	12.76595744680851	25.117468291971786	NA	NA
03002	263	0	0	1500	11	4	33550	28	32	83	0	1	9069	10	17	10829	0	0	1142	0	0	2585	0	0	79938	36	32	3974	20	14	21176	24	26	58193	0	0	1405	0	0	4085	11	4	113488	64	64	4057	20	15	30245	34	43	69022	0	0	18.718861209964412	NA	NA	36.719706242350064	100	100	29.5625969265473	43.75	50	2.0458466847424206	0	6.666666666666667	29.98512150768722	29.41176470588235	39.53488372093023	15.689200544753847	NA	NA
03003	5587	0	0	7380	115	25	133165	98	71	1366	0	1	57878	180	101	51140	0	0	6362	0	0	1852	0	0	235453	130	106	1965	0	1	30730	24	34	72567	0	0	11949	0	0	9232	115	25	368618	228	177	3331	0	2	88608	204	135	123707	0	0	46.75705079923006	NA	NA	79.93934142114385	100	100	36.12547406800536	42.98245614035088	40.112994350282484	41.00870609426599	NA	50	65.31915854098953	88.23529411764706	74.81481481481481	41.33961699822969	NA	NA
03008	6183	0	0	680	0	0	206484	105	84	1775	0	1	18023	0	16	50169	0	0	5587	0	0	7380	115	25	133165	98	71	1366	0	1	57878	180	101	51140	0	0	11770	0	0	8060	115	25	339649	203	155	3141	0	2	75901	180	117	101309	0	0	52.53186066270178	NA	NA	8.436724565756824	0	0	60.793348427347055	51.724137931034484	54.193548387096776	56.51066539318688	NA	50	23.745405198877485	0	13.675213675213675	49.52077308037786	NA	NA
03009	123	0	0	40	0	0	6688	0	2	162	0	1	4068	0	5	4806	0	0	442	0	0	2672	11	4	62519	53	54	273	0	1	21776	34	35	33227	0	0	565	0	0	2712	11	4	69207	53	56	435	0	2	25844	34	40	38033	0	0	21.76991150442478	NA	NA	1.4749262536873156	0	0	9.663762336179866	0	3.5714285714285716	37.241379310344826	NA	50	15.740597430738276	0	12.5	12.63639470985723	NA	NA
04001	109	0	0	268	0	0	6224	0	0	940	0	3	10288	0	2	31007	0	0	674	0	0	530	0	0	27979	0	5	5086	30	60	8775	0	4	60250	0	0	783	0	0	798	0	0	34203	0	5	6026	30	63	19063	0	6	91257	0	0	13.920817369093232	NA	NA	33.583959899749374	NA	NA	18.197234160746135	NA	0	15.599070693660803	0	4.761904761904762	53.96842050044589	NA	33.333333333333336	33.977667466605304	NA	NA
04002	2929	0	0	5732	41	14	137833	110	96	832	0	7	30144	38	29	62572	0	0	659	0	0	3859	5	9	27185	6	9	1368	0	15	6571	0	5	74855	0	0	3588	0	0	9591	46	23	165018	116	105	2200	0	22	36715	38	34	137427	0	0	81.63322185061315	NA	NA	59.76436242310499	89.1304347826087	60.869565217391305	83.52603958356057	94.82758620689656	91.42857142857143	37.81818181818182	NA	31.818181818181817	82.10268282718235	100	85.29411764705883	45.53108195623859	NA	NA
04003	2974	0	0	20065	32	155	99453	54	39	1610	11	27	6730	10	9	57687	0	0	1237	0	0	10301	26	14	47065	6	19	6148	0	22	15234	0	24	216661	0	0	4211	0	0	30366	58	169	146518	60	58	7758	11	49	21964	10	33	274348	0	0	70.62455473759202	NA	NA	66.0771915958638	55.172413793103445	91.71597633136095	67.8776669078202	90	67.24137931034483	20.752771332817737	100	55.10204081632653	30.641048989255143	100	27.272727272727273	21.026943881493576	NA	NA
04004	246	0	0	3382	5	9	16504	6	8	1081	0	12	2246	0	2	36307	0	0	6659	0	0	27932	73	169	253469	164	139	3913	11	44	43364	48	46	208460	0	0	6905	0	0	31314	78	178	269973	170	147	4994	11	56	45610	48	48	244767	0	0	3.5626357711803043	NA	NA	10.800281024461903	6.410256410256411	5.056179775280899	6.113203912983891	3.5294117647058822	5.442176870748299	21.645975170204245	0	21.428571428571427	4.92435869326902	0	4.166666666666667	14.83329043539366	NA	NA
04005	190	0	0	205	0	0	6267	0	0	532	10	39	4637	0	2	13041	0	0	377	0	0	499	0	0	12942	0	1	1198	0	6	13096	0	4	62847	0	0	567	0	0	704	0	0	19209	0	1	1730	10	45	17733	0	6	75888	0	0	33.50970017636684	NA	NA	29.119318181818183	NA	NA	32.62533187568327	NA	0	30.751445086705203	100	86.66666666666667	26.148987762927874	NA	33.333333333333336	17.184535104364326	NA	NA
04006	168	0	0	88	0	0	3912	0	1	118	0	2	1972	0	1	26440	0	0	6061	0	0	16421	88	39	255829	163	145	6428	50	81	103126	68	78	337565	0	0	6229	0	0	16509	88	39	259741	163	146	6546	50	83	105098	68	79	364005	0	0	2.697062128752609	NA	NA	0.533042582833606	0	0	1.5061157075702334	0	0.684931506849315	1.8026275588145433	0	2.4096385542168677	1.8763439837104416	0	1.2658227848101267	7.263636488509773	NA	NA
04007	38	0	0	32	0	0	1114	0	1	20	0	1	282	0	2	5934	0	0	3207	0	0	20351	32	155	105132	54	44	1849	11	27	9476	10	12	96693	0	0	3245	0	0	20383	32	155	106246	54	45	1869	11	28	9758	10	14	102627	0	0	1.1710323574730355	NA	NA	0.15699357307560222	0	0	1.0485100615552585	0	2.2222222222222223	1.0700909577314073	0	3.5714285714285716	2.889936462389834	0	14.285714285714286	5.782104124645561	NA	NA
04008	100	0	0	143	0	0	2806	0	0	140	0	1	836	0	1	5400	0	0	3287	0	0	6025	41	14	148012	110	97	1482	10	48	36753	38	32	102053	0	0	3387	0	0	6168	41	14	150818	110	97	1622	10	49	37589	38	33	107453	0	0	2.952465308532625	NA	NA	2.318417639429313	0	0	1.860520627511305	0	0	8.631319358816276	0	2.0408163265306123	2.2240549096810236	0	3.0303030303030303	5.025452988748569	NA	NA
04009	300	0	0	1395	0	0	7478	0	3	882	0	4	2573	0	6	33323	0	0	3462	0	0	23979	37	164	118589	60	47	5457	11	48	10389	10	11	142909	0	0	3762	0	0	25374	37	164	126067	60	50	6339	11	52	12962	10	17	176232	0	0	7.974481658692185	NA	NA	5.497753606053441	0	0	5.931766441654041	0	6	13.913866540463795	0	7.6923076923076925	19.850331738929178	0	35.294117647058826	18.908597757501475	NA	NA
04010	143	0	0	406	0	0	830	0	0	442	0	4	428	0	0	21730	0	0	2832	0	0	11165	47	25	101481	53	47	4946	0	23	54639	30	44	212981	0	0	2975	0	0	11571	47	25	102311	53	47	5388	0	27	55067	30	44	234711	0	0	4.80672268907563	NA	NA	3.508771929824561	0	0	0.811251967041667	0	0	8.203414996288048	NA	14.814814814814815	0.7772350046307226	0	0	9.25819411957684	NA	NA
04011	99	0	0	126	0	0	1802	0	0	2324	0	5	985	0	0	27185	0	0	3519	0	0	22196	32	155	110861	54	43	3046	11	35	12602	10	20	144516	0	0	3618	0	0	22322	32	155	112663	54	43	5370	11	40	13587	10	20	171701	0	0	2.736318407960199	NA	NA	0.5644655496819282	0	0	1.5994603374666039	0	0	43.27746741154562	0	12.5	7.249576801354236	0	0	15.8327557789413	NA	NA
04012	145	0	0	246	0	0	3963	0	0	29	0	0	1517	0	1	6708	0	0	3175	0	0	9114	46	23	154337	116	104	1913	0	19	32390	38	31	98879	0	0	3320	0	0	9360	46	23	158300	116	104	1942	0	19	33907	38	32	105587	0	0	4.367469879518072	NA	NA	2.628205128205128	0	0	2.503474415666456	0	0	1.4933058702368691	NA	0	4.474002418379686	0	3.125	6.3530548268252724	NA	NA
05001	3	0	0	0	0	0	276	0	0	76	0	0	50	0	0	188	0	0	4504	0	0	810	0	0	253162	229	91	1379	12	37	17689	19	19	18739	0	0	4507	0	0	810	0	0	253438	229	91	1455	12	37	17739	19	19	18927	0	0	0.06656312402928777	NA	NA	0	NA	NA	0.10890237454525367	0	0	5.223367697594502	0	0	0.281864817633463	0	0	0.9932900089818777	NA	NA
05002	1411	0	0	235	0	0	116435	161	48	270	0	3	5455	0	8	7343	0	0	699	0	0	744	0	0	62455	34	25	125	0	8	4726	0	5	16118	0	0	2110	0	0	979	0	0	178890	195	73	395	0	11	10181	0	13	23461	0	0	66.87203791469194	NA	NA	24.00408580183861	NA	NA	65.08748392867125	82.56410256410257	65.75342465753425	68.35443037974683	NA	27.272727272727273	53.580198408800705	NA	61.53846153846154	31.298751118878137	NA	NA
05003	503	0	0	0	0	0	14362	0	4	26	0	1	937	0	1	1937	0	0	1585	0	0	167	0	0	76850	0	15	283	0	1	4695	10	13	9017	0	0	2088	0	0	167	0	0	91212	0	19	309	0	2	5632	10	14	10954	0	0	24.090038314176244	NA	NA	0	NA	NA	15.74573521027935	NA	21.05263157894737	8.414239482200648	NA	50	16.637073863636363	0	7.142857142857143	17.68303815957641	NA	NA
05004	1169	0	0	31	0	0	15134	0	2	313	0	4	1709	0	0	3201	0	0	56032	0	0	1231	0	0	953324	290	196	3044	12	51	75971	127	82	80266	0	0	57201	0	0	1262	0	0	968458	290	198	3357	12	55	77680	127	82	83467	0	0	2.043670565199909	NA	NA	2.456418383518225	NA	NA	1.5626903799648513	0	1.0101010101010102	9.323801012809056	0	7.2727272727272725	2.20005149330587	0	0	3.8350485820743527	NA	NA
05005	38	0	0	3	0	0	327	0	0	10	0	1	213	0	0	651	0	0	4112	0	0	344	0	0	205778	229	84	574	0	4	14213	19	20	20690	0	0	4150	0	0	347	0	0	206105	229	84	584	0	5	14426	19	20	21341	0	0	0.9156626506024096	NA	NA	0.8645533141210374	NA	NA	0.15865699522088256	0	0	1.7123287671232876	NA	20	1.476500762512131	0	0	3.050466238695469	NA	NA
05006	283	0	0	8	0	0	22141	0	6	98	0	3	699	0	1	1266	0	0	8141	0	0	876	0	0	336051	229	106	1573	12	44	20575	19	21	26268	0	0	8424	0	0	884	0	0	358192	229	112	1671	12	47	21274	19	22	27534	0	0	3.359449192782526	NA	NA	0.9049773755656109	NA	NA	6.181321749229464	0	5.357142857142857	5.8647516457211255	0	6.382978723404255	3.2857008555043716	0	4.545454545454546	4.597951623447374	NA	NA
05007	117	0	0	13	0	0	5131	0	2	4	0	2	1186	0	2	3731	0	0	5388	0	0	1820	0	0	233709	65	62	2061	12	68	22868	14	26	33514	0	0	5505	0	0	1833	0	0	238840	65	64	2065	12	70	24054	14	28	37245	0	0	2.1253405994550407	NA	NA	0.7092198581560284	NA	NA	2.148300117233294	0	3.125	0.1937046004842615	0	2.857142857142857	4.93057287769186	0	7.142857142857143	10.017452006980802	NA	NA
05008	16	0	0	6	0	0	1136	0	0	68	0	1	66	0	0	695	0	0	295	0	0	12	0	0	18928	0	5	991	12	36	1997	0	1	3342	0	0	311	0	0	18	0	0	20064	0	5	1059	12	37	2063	0	1	4037	0	0	5.144694533762058	NA	NA	33.333333333333336	NA	NA	5.6618819776714515	NA	0	6.421152030217186	0	2.7027027027027026	3.199224430441105	NA	0	17.21575427297498	NA	NA
05009	380	0	0	264	0	0	33085	21	12	322	0	5	4856	0	1	7264	0	0	4677	0	0	2911	0	0	377127	243	129	3783	12	55	50942	77	43	54755	0	0	5057	0	0	3175	0	0	410212	264	141	4105	12	60	55798	77	44	62019	0	0	7.514336563179751	NA	NA	8.31496062992126	NA	NA	8.065341823252368	7.954545454545454	8.51063829787234	7.8440925700365405	0	8.333333333333334	8.702820889637621	0	2.272727272727273	11.712539705574098	NA	NA
05010	709	0	0	472	0	0	60648	0	13	105	0	0	2849	0	0	4106	0	0	4129	0	0	340	0	0	219254	229	91	1467	12	38	15761	19	20	15945	0	0	4838	0	0	812	0	0	279902	229	104	1572	12	38	18610	19	20	20051	0	0	14.654816039685821	NA	NA	58.12807881773399	NA	NA	21.667583654278996	0	12.5	6.679389312977099	0	0	15.308973670069856	0	0	20.477781656775225	NA	NA
05011	106	0	0	2	0	0	5942	0	1	178	0	6	549	0	1	2650	0	0	37675	0	0	1040	0	0	730488	311	198	2760	12	56	67722	127	84	37863	0	0	37781	0	0	1042	0	0	736430	311	199	2938	12	62	68271	127	85	40513	0	0	0.2805643048092957	NA	NA	0.19193857965451055	NA	NA	0.8068655540920386	0	0.5025125628140703	6.05854322668482	0	9.67741935483871	0.8041481741881619	0	1.1764705882352942	6.541110260903907	NA	NA
05012	78	0	0	1	0	0	856	0	0	1	0	1	37	0	0	282	0	0	256	0	0	11	0	0	28207	0	6	63	0	2	785	0	0	4372	0	0	334	0	0	12	0	0	29063	0	6	64	0	3	822	0	0	4654	0	0	23.353293413173652	NA	NA	8.333333333333334	NA	NA	2.945325671816399	NA	0	1.5625	NA	33.333333333333336	4.5012165450121655	NA	NA	6.059303824666953	NA	NA
05013	9	0	0	0	0	0	548	0	0	1	0	0	7	0	0	195	0	0	304	0	0	14	0	0	5380	0	1	62	0	2	1394	0	4	10550	0	0	313	0	0	14	0	0	5928	0	1	63	0	2	1401	0	4	10745	0	0	2.8753993610223643	NA	NA	0	NA	NA	9.244264507422402	NA	0	1.5873015873015872	NA	0	0.49964311206281226	NA	0	1.814797580269893	NA	NA
05014	98	0	0	2	0	0	4952	0	0	27	0	3	223	0	0	1756	0	0	4759	0	0	411	0	0	242358	260	95	417	0	5	15415	17	22	20336	0	0	4857	0	0	413	0	0	247310	260	95	444	0	8	15638	17	22	22092	0	0	2.017706403129504	NA	NA	0.48426150121065376	NA	NA	2.002345234725648	0	0	6.081081081081081	NA	37.5	1.4260135567208083	0	0	7.948578671012131	NA	NA
05015	30	0	0	4	0	0	273	0	0	7	0	1	17	0	0	744	0	0	1618	0	0	172	0	0	57296	0	5	286	0	2	5295	10	17	18680	0	0	1648	0	0	176	0	0	57569	0	5	293	0	3	5312	10	17	19424	0	0	1.8203883495145632	NA	NA	2.272727272727273	NA	NA	0.4742135524327329	NA	0	2.3890784982935154	NA	33.333333333333336	0.3200301204819277	0	0	3.830313014827018	NA	NA
05016	14	0	0	0	0	0	717	0	0	1	0	0	91	0	0	705	0	0	277	0	0	18	0	0	16084	0	9	117	0	5	1902	0	3	7477	0	0	291	0	0	18	0	0	16801	0	9	118	0	5	1993	0	3	8182	0	0	4.810996563573883	NA	NA	0	NA	NA	4.267603118861972	NA	0	0.847457627118644	NA	0	4.565980933266433	NA	0	8.616475189440235	NA	NA
05017	1359	0	0	351	0	0	68438	0	0	2748	12	39	8009	0	6	10316	0	0	32611	0	0	5689	50	13	871292	829	339	5067	0	29	113759	168	111	98014	0	0	33970	0	0	6040	50	13	939730	829	339	7815	12	68	121768	168	117	108330	0	0	4.0005887547836325	NA	NA	5.811258278145695	0	0	7.28273014589297	0	0	35.16314779270633	100	57.35294117647059	6.577261677944945	0	5.128205128205129	9.522754546293733	NA	NA
05018	3557	0	0	322	0	0	174546	229	75	300	0	0	12892	19	18	11350	0	0	1033	0	0	483	0	0	83392	0	19	289	0	4	3811	0	1	6211	0	0	4590	0	0	805	0	0	257938	229	94	589	0	4	16703	19	19	17561	0	0	77.49455337690632	NA	NA	40	NA	NA	67.66975009498407	100	79.7872340425532	50.93378607809847	NA	0	77.18373944800335	100	94.73684210526316	64.63185467797962	NA	NA
